"doc_id","doc_title","doc_url","req_id","subject","predicate","object","category","priority","source_sentence","is_requirement","neg_category","shacl_valid"
"doc022","City of Oakland – AI Use Case Pilots RFI (2024)","https://www.rabbittransit.org/wp-content/uploads/2026/03/request-for-information-rfi-ai-use-case-pilots-final.pdf","doc022_r004","AI solutions","must incorporate","machine learning, deep learning, robotics (RPA), natural language processing, and/or Generative AI","Functional","MUST","The City is seeking proposals using Artificial Intelligence such as machine learning, deep learning, robotics (RPA), natural language processing and/or Generative AI (GenAI).","true","","true"
"doc022","City of Oakland – AI Use Case Pilots RFI (2024)","https://www.rabbittransit.org/wp-content/uploads/2026/03/request-for-information-rfi-ai-use-case-pilots-final.pdf","doc022_r005","AI pilots","must demonstrate","measurable efficiency, innovation, and transformation outcomes for city departments","Quality","MUST","AI pilot use cases must demonstrate measurable outcomes for efficiency, innovation, and transformation across city operations.","true","","true"
"doc022","City of Oakland – AI Use Case Pilots RFI (2024)","https://www.rabbittransit.org/wp-content/uploads/2026/03/request-for-information-rfi-ai-use-case-pilots-final.pdf","doc022_r006","AI deployment","must comply with","the city's AI Working Group Interim Security Guidelines and Equity Statement","Governance","MUST","To date, the AIWG has developed Interim Security Guidelines and an Equity Statement to guide AI work. AI deployments must comply with these frameworks.","true","","true"
"doc022","City of Oakland – AI Use Case Pilots RFI (2024)","https://www.rabbittransit.org/wp-content/uploads/2026/03/request-for-information-rfi-ai-use-case-pilots-final.pdf","doc022_r007","AI solutions","must prioritise","data governance and data classification to manage and protect City data","Governance","MUST","The City has implemented a Microsoft Copilot 365 pilot program using data governance and classification to manage and protect City data.","true","","true"
"doc022","City of Oakland – AI Use Case Pilots RFI (2024)","https://www.rabbittransit.org/wp-content/uploads/2026/03/request-for-information-rfi-ai-use-case-pilots-final.pdf","doc022_r008","AI vendors","must be","preferably based in or near the San Francisco/Oakland area and may include startups","Selection","SHOULD","The City is seeking proposals from AI companies and solutions providers, including startups and companies based in the San Francisco/Oakland area.","true","","true"
"doc022","City of Oakland – AI Use Case Pilots RFI (2024)","https://www.rabbittransit.org/wp-content/uploads/2026/03/request-for-information-rfi-ai-use-case-pilots-final.pdf","doc022_neg01","","","","","","In 2024, the City convened an AI Working Group (AIWG) consisting of staff from each department.","false","background_context",""
"doc022","City of Oakland – AI Use Case Pilots RFI (2024)","https://www.rabbittransit.org/wp-content/uploads/2026/03/request-for-information-rfi-ai-use-case-pilots-final.pdf","doc022_neg02","","","","","","This is a Request for Information (RFI), not a Request for Proposal. Responding to this RFI does not guarantee any contract award.","false","legal_administrative",""
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r001","European Commission Digital Europe Programme","needs to establish","an AI Skills Academy to skill, up-skill, and re-skill students and professionals in generative AI development and application","Strategic objective","MUST","The AI Skills Academy will leverage collaboration between industry, higher education, and vocational training institutions to skill, up-skill and re-skill students and professionals and facilitate their positioning in the EU labour market.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r002","AI Skills Academy","must deliver","at least one educational programme at level 7 or 8 in the field of generative AI","Functional","MUST","The consortium should design and deliver at least one educational programme at level 7 or 8.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r003","AI Skills Academy","must match","graduates' AI expertise with the needs of the AI market and of EU industries and the public sector","Strategic objective","MUST","Facilitate their positioning in the EU labour market, matching their expertise with the needs of the AI market, and of EU industries and the public sector.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r004","Academy","must develop","content addressing GenAI development and application and virtual worlds as fast-evolving technology areas","Functional","MUST","Generative AI (GenAI) development and application is a priority topic. Virtual worlds are a fast-evolving technology gaining ground in more areas of our lives.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r005","Academy","must foster","inclusiveness and gender balance in AI education and training programmes","Social value","MUST","Targeted efforts to strengthen inclusiveness and gender balance in AI, where structural inequalities persist.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r006","Academy","must support","the EU strategic objective of having enough AI specialists to drive EU competitiveness","Strategic objective","MUST","The scarcity of professionals with suitable profiles prevents more rapid advancements. The Academy aims to increase the overall competitiveness of the EU industries.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r007","Academy","must explore","whether single or joint degree programmes will be delivered across partner institutions","Functional","MUST","It is left to the consortium to determine and explore if single or joint degree will be delivered.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_r008","Consortium","must include","a partnership between industry, higher education institutions, and vocational training institutions","Selection","MUST","The Academy will leverage the collaboration between industry, higher education, and vocational training institutions.","true","","true"
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_neg01","","","","","","Each project application under the call must address only one of these topics. Applicants wishing to apply for more than one topic must submit a separate proposal.","false","procedural",""
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_neg02","","","","","","The eligible costs and budget template can be found on the RFP webpage. Budgets should be commensurate with the scope, duration, and complexity of the work proposed.","false","budget_financial",""
"doc023","EC Digital Europe – AI Skills Academy (DIGITAL-2025-SKILLS-08)","https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2025/call-fiche_digital-2025-skills-08_en.pdf","doc023_neg03","","","","","","The Regulation (EU) 2021/694 of the European Parliament establishing the Digital Europe Programme is the legal basis for this call.","false","legal_compliance",""
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r001","NCTCOG TXShare","seeks to procure","AI solutions that boost operational efficiency, enhance service delivery, and foster innovation across diverse public sector entities","Strategic objective","MUST","NCTCOG is seeking innovative proposals from qualified vendors to address critical challenges through Artificial Intelligence. The objective is to boost operational efficiency, enhance service delivery, and foster innovation across diverse public sector entities.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r002","AI solutions","must improve","public services, optimise data usage, and increase citizen engagement for municipalities, counties, and school districts","Functional","MUST","We understand that the central challenge is to improve public services, optimize data usage, and increase citizen engagement by implementing effective AI solutions.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r003","Vendor","must deliver","customised AI strategies and technologies tailored to the specific needs of participating public entities","Delivery","MUST","BoldTek is committed to delivering customized AI strategies and technologies tailored to the specific needs of NCTCOG and its member entities.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r004","AI solutions","must address","infrastructure management, workforce development, emergency planning, and public services for ageing populations","Functional","MUST","The Strategic Vision Plan will help position NCTCOG to effectively support member governments across areas such as infrastructure, workforce development, emergency planning, and services for older populations.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r005","AI implementation","must include","data governance, ethical use policies, and security safeguards from the outset","Governance","MUST","AI implementation must incorporate data governance, ethical use policies, and security safeguards from the outset.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r006","AI solutions","must be","scalable to serve entities from small municipalities to large county governments","Functional","MUST","The solution must be scalable to serve public entities from small municipalities to large county governments across Texas.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r007","Vendor","must support","a cooperative purchasing model enabling any TXShare participating entity to access awarded contracts","Delivery","MUST","Awarded contracts will be promoted via TXShare and available to municipalities, counties, school districts and other governmental agencies.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_r008","AI solutions","must demonstrate","measurable improvements in operational efficiency and service delivery with documented ROI","Quality","MUST","Demos, examples, and case studies showing proven success and ROI are strongly encouraged in proposals.","true","","true"
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_neg01","","","","","","Sealed proposals will be accepted until 2:00 PM CT, January 17, 2025, and then publicly opened and read aloud.","false","procedural",""
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_neg02","","","","","","No member of the NCTCOG shall cast a vote on the provision of services by that member or on any matter which would provide a direct or indirect financial benefit to the member.","false","legal_administrative",""
"doc024","NCTCOG TXShare – AI Solutions for Public Sector Entities (#2025-018)","https://txshare.org/getattachment/464f91c0-1b49-4e86-a4d7-14245ae31712/4-Ardurra-RFP-2025-18-AI-Solutions-NCTCOG-Final.pdf","doc024_neg03","","","","","","By signing its submission, Offeror acknowledges that it has read, understands and agrees to comply with the NCTCOG terms and conditions.","false","legal_administrative",""
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_r001","Mississippi State University","seeks to procure","a virtual assistant solution to improve information access and self-service capabilities for students, faculty, and staff","Strategic objective","MUST","Mississippi State University is procuring a virtual assistant solution to improve information access and self-service capabilities across the university community.","true","","true"
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_r002","Virtual assistant","must enable","students, faculty, and staff to quickly find accurate information through natural language queries","Functional","MUST","The virtual assistant must enable users to find accurate information quickly through natural language queries.","true","","true"
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_r003","Virtual assistant","must integrate with","existing university systems including student information systems, HR platforms, and the campus portal","Integration","MUST","The solution must integrate with existing university systems including student information, HR, and campus portal platforms.","true","","true"
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_r004","Virtual assistant","must provide","24/7 self-service access to reduce the volume of routine enquiries handled by administrative staff","Functional","MUST","The virtual assistant must provide 24/7 self-service access to reduce routine enquiries handled by administrative staff.","true","","true"
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_r005","Virtual assistant","must learn from","user interactions to continuously improve response accuracy and relevance","Functional","MUST","The solution must learn from user interactions to continuously improve response accuracy and relevance.","true","","true"
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_r006","Virtual assistant","must comply with","FERPA requirements for student data and applicable federal data protection regulations","Compliance","MUST","The solution must comply with FERPA requirements for student data and applicable federal data protection regulations.","true","","true"
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_r007","Vendor","must provide","implementation support, training, and ongoing maintenance for the virtual assistant platform","Maintenance","MUST","The vendor must provide implementation support, training for staff, and ongoing maintenance for the platform.","true","","true"
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_neg01","","","","","","Mississippi State University anticipates purchasing the items listed below as a sole source purchase.","false","procedural",""
"doc025","Mississippi State University – Virtual Assistant RFP (No. 22-41)","https://www.procurement.msstate.edu/procurement/bids/22-41.pdf","doc025_neg02","","","","","","Sealed bids will be received by the Office of Procurement Services at the address listed on the bid document.","false","procedural",""
